sku,date,prediction,model_used
SKU020,2025-03-03,31.61159091498179,random_forest
SKU001,2025-03-04,27.057930860805865,random_forest
SKU002,2025-03-04,10.098749819624818,random_forest
SKU003,2025-03-04,23.449242432023322,random_forest
SKU004,2025-03-04,47.69731634760903,random_forest
SKU005,2025-03-04,15.012269912711734,random_forest
SKU006,2025-03-04,37.37566257894503,random_forest
SKU007,2025-03-04,65.83491856060603,random_forest
SKU008,2025-03-04,19.160828371011174,random_forest
SKU009,2025-03-04,33.68469302331618,random_forest
SKU010,2025-03-04,88.30016657647904,random_forest
SKU011,2025-03-04,26.1129783064158,random_forest
SKU012,2025-03-04,53.64031672287494,random_forest
SKU013,2025-03-04,90.00606182359303,random_forest
SKU014,2025-03-04,31.73400953901855,random_forest
SKU015,2025-03-04,66.62877967171717,random_forest
SKU016,2025-03-04,92.27989781746031,random_forest
SKU017,2025-03-04,36.62919915037133,random_forest
SKU018,2025-03-04,69.748816017316,random_forest
SKU019,2025-03-04,120.23384884559884,random_forest
SKU020,2025-03-04,39.386042293086525,random_forest
SKU001,2025-03-05,27.27502522806141,random_forest
SKU002,2025-03-05,9.729066544566543,random_forest
SKU003,2025-03-05,26.874477810384068,random_forest
SKU004,2025-03-05,47.317045049864916,random_forest
SKU005,2025-03-05,18.10187900472113,random_forest
SKU006,2025-03-05,35.20850476106239,random_forest
SKU007,2025-03-05,69.31533225108222,random_forest
SKU008,2025-03-05,19.32054430551097,random_forest
SKU009,2025-03-05,39.13275677499942,random_forest
SKU010,2025-03-05,92.13737987012986,random_forest
SKU011,2025-03-05,27.37407876151626,random_forest
SKU012,2025-03-05,55.09339490678778,random_forest
SKU013,2025-03-05,101.8615134379509,random_forest
SKU014,2025-03-05,31.721566327908267,random_forest
SKU015,2025-03-05,69.33179365079367,random_forest
SKU016,2025-03-05,93.92156944444442,random_forest
SKU017,2025-03-05,37.509145694493945,random_forest
SKU018,2025-03-05,72.6740746753247,random_forest
SKU019,2025-03-05,122.0179530122655,random_forest
SKU020,2025-03-05,45.51251860217078,random_forest
